Account	Hardfork Balance	Current Balance
0x0162c29d531f8860115d56ad329ac1c7430cad25	200.01	0
0xeac5618c36c304441c7f9747ded6f168e0e249fd	200.009	146.3106025
0x5d6fb0da98fa889b8c448f169182d4c29fc19b50	200.0045998	0
0x8dbc3e6cb433e194f40f82b40faadb1f8b856116	200.002	146.3054819
0xcb86edbc8bbb1f9131022be649565ebdb09e32a1	200.0015	0
0xb30293ff8cb372ff2cdf5bf5df9a30f6b3556703	200.0009	0
0xf9f32cc82e26b9bf564dcd22de63b67a059b2847	200	73.99410865
0x7529f3797bb6a20f7ea6492419c84c867641d81c	200	146.3040188
0xf2294adbb6f0dcc76e632ebef48ab49f124dbba4	200	146.3040188
0x9ffbdc745507be96fedba053b7dec24a7c54b1f3	200	146.3040188
0x244a6e14334f07fc97b92fc7c15f19628501d369	200	146.3040188
0xfcb10ddb5bb178424bc7a13ece69eb6aa98e6a48	200	0
0x5811e103c0f585aa9ada216363503fa9b99df083	200	146.3040188
0xd6d19843a7ef5763beb28bf6e1e0583aae828d17	200	146.3040188
0x8a3f742711f4446b6b73132ab81918a08e14f7c7	200	146.3040188
0x1ab539ad977e39791ffc02e2b9e6807be6f430bc	200	0
0x58fe8b0d955b8646932ec338b82df1e214745f5a	200	146.3040188
0x5c526894b464d80da6080ccc23975e33869509d2	200	146.3040188
0x7a4d7295d83ab59e03723e67582eded459b8f349	200	146.3040188
0xfdfa0b61a9ed3dd99a7dcce9f007d7be7bcd715b	200	25.46958645
0x5e2fba3418bceebc1c09992a2e2c95ee835e31f5	200	146.3040188
0xe77ec734a9fbe6afdeb68704a44a4d517f116909	200	146.3040188
0x3d4d661d6aec258aea78e60d028ee54de30cba0f	200	146.3040188
0xe7775e558a77c3283b37afe08710cac6d8f877ef	200	146.3040188
0x9952957781288e024f7f19983bf1447d96fa1c1e	200	146.3040188
0xc95cc80c9bdeef6cf5f06f2e796aef3558b9de66	200	146.3040188
0x08f029eaac1d0e5f75122dc977a6f2191dd00c1c	200	0
0x203c6283f20df7bc86542fdfb4e763ecdbbbeef5	200	146.3040188
0x417cf3ebf5114365c2852c00825e5381785ff657	200	0
0x24fad6466676277f8a7686100036622b20ef0c29	200	0
0x212773d751b81eee77d9436126c475e63b324245	200	146.3040188
0x65044a01b0b1d64ff7134107e9b2dd6b1879bc74	200	0
0xd1d5b17ffe2d7bbb79cc7d7930bcb2e518fb1bbf	200	0
0x0bf61fa2869a999af58961d310f7f903389d9edd	200	73.99410865
0x91c80caa081b38351d2a0e0e00f80a34e56474c1	200	146.3040188
0x7010056dd23bb124b2cd36e44ce00271028312de	200	0
0xf40c8f4df08e6d82ab451bb4f23b62dd5495ed88	200	146.3040188
0x19f8fb1b284371f252b162f850be7895e154f37a	200	146.3040188
0x84cb7da0502df45cf561817bbd2362f451be02da	200	146.3040188
0x1030e6c8e6759df0388c87bae104df717db4fa3a	200	146.3040188
0x0c222c7c41c9b048efcce0a232434362e12d673b	200	146.3040188
0x156c4182e7c28e9f2edbbc9368a4fae9f791141c	200	25.46958645
0x02928f9e8efbe1b07cc1af78b5b23d2ed54125ec	200	0
0x19732bf973055dbd91a4533adaa2149a91d38380	200	146.3040188
0x5062e5134c612f12694dbd0e131d4ce197d1b6a4	200	146.3040188
0x33a808489f13c75f70f35d5a21ca4730e096d87c	200	146.3040188
0xbc1609d685b76b48ec909aa099219022f89b2ccd	200	146.3040188
0x22a25812ab56dcc423175ed1d8adacce33cd1810	200	146.3040188
0xaf5e1c1f54aac6dbcd5cfdd067ef4208279280d1	200	0
0x04751d52486efc74c4899c701b6cf73b913f5f4c	200	146.3040188
0x5214803c763281b785cdc039b80605fd088d42ca	200	0
0x50d3e38b2218804fc91cfc7fd423485f970c3462	200	146.3040188
0x7c12eca62e615cf7536299061256f8588d06604b	200	146.3040188
0x33ed21166431611aa69b825e120b28d5b4076d16	200	0
0x926e8910b14a28286d415f66d8bb6800cefb115b	200	146.3040188
0x1b0271cc69eb3093a0e71b7edf1945c9b1c62694	200	146.3040188
0xb49501fe204b3326bb5cac472d81b207d74a6830	200	146.3040188
0x7186cd9196c25ea87bccb28bb3d89df321cbf1df	200	0
0x5e7117fdd211dc556c8457897e73660078ffc17b	200	0
0xdbb6a4e137b12246f52701e8b3d29ac913d8423e	200	146.3040188
0xd2b6e549382b1a837d132a60437082c3b872b7f6	200	0
0x78df7e2ce4630e7efc5bc5b88d8ddb106286d441	200	25.46958645
0xf555a27bb1e2fd4e2cc784caee92939fc06e2fc9	200	0
0x78fe0278618e56791be60840fe4641364f42f607	200	25.46958645
0x3a1911bbde1fd1d8a318f7029ea566f3f83d4baf	200	0
0x3ca614ecaad34277359c8bdca0c15cf441aadc39	200	146.3040188
0xab28121b9d1c7a388e3f756d4326b12a78c6ae0f	200	0
0xcf2e734042a355d05ffb2e3915b16811f45a695e	200	146.3040188
0x420fb86e7d2b51401fc5e8c72015decb4ef8fc2e	200	0
0xcf50c5c4e1fb9492bc0109094f47ba46c98e42d1	200	0
0x2360f96e7fc653c61b9ff4cd08892283463b6a89	200	146.3040188
0xa30bfa7317ee7d81ab655cb748344cf10b3b6033	200	146.3040188
0x5a891155f50e42074374c739baadf7df2651153a	200	146.3040188
0x8f16172f2c2c61dbbd52fcf1773add94a1954628	200	25.46958645
0x5acc058517cf7eb85c2b4fdecdf9967732cff103	200	146.3040188
0xf04ffcfdbec0d6ec97d09f37bbdb80b9f43ce162	200	0
0x85c3a10004822a59e9f302aca4c67e4841f854a0	200	0
0xddd31c23c45553b66e86d0d242e473761786ab8e	200	146.3040188
0xf66721682530f3d8cce94a10ac83a4112c3f430d	200	0
0x49904901aad59a0cc0009f65819357c61dd24b50	200	146.3040188
0x521a5cd079e03b613b59f76252113b57837a4610	200	0
0x54dcd97a77d12fb42a9ef839a3cdba0c1e92841a	200	146.3040188
0x3a48e0a7098b06a905802b87545731118e89f439	200	146.3040188
0xddf95c1e99ce2f9f5698057c19d5c94027ee4a6e	200	0
0x8967d7b9bdb7b4aed22e65a15dc803cb7a213f10	200	0
0x3124275c651133457d55b02be8db9774e3c40e75	200	0
0x9b9636fd771fc312bbc90ae83d96398236b8b08a	200	146.3040188
0xb3790f6addd6c05c38e3aa4b3566393b93564da8	200	25.46958645
0xbdca8f58605aa64cc9d0d0d508574b46c9ca33b7	200	146.3040188
0x909755d480a27911cb7eeeb5edb918fae50883c0	200	0
0xbddf1349e4ec6923584abd31384a86b4a4977c6e	200	146.3040188
0x2e973bc711e1d50508938c8b66d5ac4398dbf29c	200	0
0x53b39c6325697461899e295bfa78d621861f29f1	200	146.3040188
0x37dbec74081800ba6d1935143b4264eb91ecb03e	200	146.3040188
0x7d55a775db1d12974cfbc22cf15e5e20b27c9a1c	200	146.3040188
0x3f87b6ea8e07c3f7f09b53dcb8fce580f3729cd1	200	146.3040188
0x4dfceae208cf7dfc2722b682162d8b3fc211d6a7	200	0
0x3bfbb11501345b1959bf7938aee8f31e3fdf4939	200	146.3040188
0x3b438ec5395b3732b4eb58efa5574f97c6f986cc	200	0
0xccdd4bfdd81b30221e67a144fc341507d5750373	200	146.3040188
0xbe2bfade5d20531704bc846c5354c6e22b6989a7	200	0
0x7734418642c6f7ed9e1a1183eb765c1f254c2a6c	200	0
0x03e8da33daba1ca7675650a0f137f043a6471ff3	200	73.99410865
0x70c9b8394b89ebf8a8431c264c23edfbf3758b16	200	146.3040188
0x5719f49b720da68856f4b9e708f25645bdbc4b41	200	0
0x35af040a0cc2337a76af288154c7561e1a233349	200	146.3040188
0x429a19bfd7c976a84fb2d62196481320a7d49aac	200	0
0xa2f23ba688ada53e0041018ab3d5e66261ac8cf2	200	146.3040188
0xe3c3e61445a7b583716579749c06027b488dcc6e	200	146.3040188
0xae4f122e35c0b1d1e4069291457c83c07f965fa3	200	146.3040188
0xb636d83d312315e43ab1c2274f71bbd3f56e0e6c	200	146.3040188
0x8dd09026cbacb29a248c1e6a8082354e16e52067	200	0
0xd4f15e5a668551953b06ee07d663f5fe3338b0ef	200	146.3040188
0x8e9b35ad4a0a86f758446fffde34269d940ceacd	200	146.3040188
0x63ef2fbc3daf5edaf4a295629ccf31bcdf4038e5	200	0
0x45d983b1e718a5570785d69909bae6a21588a601	200	146.3040188
0xf98250730c4c61c57f129835f2680894794542f3	200	0
0xaa7f0c57b28b5df5ed44a3f1ec887622ef7ae6f4	200	146.3040188
0x4eb5c19fc0c75fb2c7540121f34d9246b88a606e	200	0
0x8343082f4f1868aed93cfa7e91f470122e2b3106	200	0
0xf99aee444b5783c093cfffd1c4632cf93c6f050c	200	146.3040188
0xe6d9ce84ded3a78f31b656e2656dfddd03e7eb9d	200	146.3040188
0x87c54669b8eaa642fa9e6782fc6d2441d3bafe42	200	146.3040188
0xa69225e45053038b9b08790be2646d358b79d4f4	200	146.3040188
0xd52e491dd13e4f7b4dad8c46d1282eff6ff6c0de	200	0
0x283cd45286d23b4dab45c9a17c166052e3df153a	200	0
0xc8710d7e8b5a3bd69a42fe0fa8b87c357fddcdc8	200	146.3040188
0x528fa8a1176f31edf2af8992746cb922b9d8a879	200	25.46958645
0xdc56e20b73612497e264c12dae02e67af8738a4d	200	146.3040188
0xcd0a161bc367ae0927a92aac9cf6e5086714efca	200	146.3040188
0xc885a18aabf4541b7b7b7ecd30f6fae6869d9569	200	0
0x38430e931d93be01b4c3ef0dc535f1e0a9610063	200	0
0x3b890898a780918c75e9d11f4e4715219ac1c637	200	146.3040188
0x455c0c00dfbf24c4c0cbffb6a1a9e8d0ac36f968	200	0
0x7e12c1162bf32b837a2754dcbd96ecccae22d39e	200	146.3040188
0x388bdcdae794fc44082e667501344118ea96cd96	200	146.3040188
0xe5e72f78969f15b3c3033e0e8f7c8b8ea59ad7cf	200	146.3040188
0xcf9add5a5ad790d51668157d775f2b9d8a7e7d3c	200	25.46958645
0x58d236c90b8759f845cbd6a161b17cc0cf4c19d2	200	146.3040188
0x51cd5173091b0d8269211e6feda3a502477cd075	200	146.3040188
0x6f231102ad0da75e1d5ad746f6210cb04fe18c82	200	25.46958645
0xfea6cbfda85dcc0d1ca8a47a8d2f5889f77cc270	200	146.3040188
0xfae7b82897d3cf0655da16c92722daef45ebd9b5	200	146.3040188
0x05e4056c285dba12537b56131c6cc09b50bd1971	200	146.3040188
0xe805d3419e24ec4ecb6c574a7c3f0cc37df8b3a7	200	146.3040188
0x1a2827736f26df13527d87664bdb58a331e7dfdb	200	25.46958645
0xd6415c808014fa1cb395cfeed071da2f40904743	200	146.3040188
0xeef2f1ec6f79017fa8f2643fbaadb263a83ed08b	200	146.3040188
0x2031177040696d9d1001e3234ff98deab42925ee	200	146.3040188
0x6919dd5e5dfb1afa404703b9faea8cee35d00d70	200	146.3040188
0xea07fea0810c029fa19d794f362f0f31b4e3b31c	200	146.3040188
0xa2d38de1c73906f6a7ca6efeb97cf6f69cc421be	200	0
0x378cb9e434d7cb91fbeb1fc8d4e8a5a8b501e656	200	0
0xf06f8b6b2b976890a2bccee9e149583403eb4b09	200	146.3040188
0xe68d2582d54cd865c8fecd9733525d60be68af67	200	0
0x0831246efeef1a82fe8c9eab914b479b2219a97d	200	0
0x2d13a715932ed4cb2df871dbe85937255bc2e8be	200	0
0x836773495e7ce87f6a7b37681ae0a14dcc5a7c39	199.99996	0
0x518d2a41fdbb124c87ea14fc3a995eb549295855	199.9996	25.46953551
0x90d60d07cceca69bb0381c7e2c0125c45fd53e3a	199.9985182	25.46939775
0xea17b3ba9c8fa3e13b7f461b43c0f1c5e902d8d5	199.9985182	0
0x35afa24e1d9375934ac0749ebad4ca9b57cafb73	199.9985182	146.3029349
0x22ca30320bddcc8cd9c8135abce4bd6656120550	199.9985148	146.3029324
0x04d5de8155bb886c5b464aec73576734222edfdb	199.9985148	146.3029324
0xe2aac73e53c13e2d59727548291257804a09a6a9	199.9976135	146.3022731
0xf0f934138046929f78f4ed0b24a7bf7cacbb9847	199.9955883	146.3007916
0x7bfbae2e70f32063ce4b51aba8bd9bcd5cb6fcd5	199.9954349	146.3006794
0x780c0926e084ee4782fdfc79a4412e79ff83fcae	199.995	146.3003612
0x1e6e97d6edb881a7c713d7f0f8c720145f4ed829	199.995	146.3003612
0x19a9602d0e983a4d591e8d66ae63d5244492b40f	199.992255	146.2983532
0x439d2f2f5110a4d58b1757935015408740fec7f8	199.99	146.2967036
0x1fbf2f94d91ad989ea132ae0597b6b71d059f2cc	199.99	146.2967036
0xa3d0ecaa91e7b01b7a011723cc8dabfbfc6ebd39	199.99	0
0xc6fb52b9f7d09eb3f35b986168e5f95695315ad1	199.99	146.2967036
0xc27eab43f39a7c23a0a4c9d147c31f2ec925425b	199.9786529	0
0x72108df2d2845b988977f79d3a3e9e41ef57e3ac	199.9745182	146.2853784
0x5fd2cb2301cf9ef1767112809ed15c1e375c2740	199.9468111	146.2651101
0xd51193d52edd4d8bc581220444efd900de08d00d	199.9	0
0x8e769cfa5b4da828a68a921d7ece24caec70920b	199.9	146.2308668
0xff780ae404f033fbaee0713fe4977ef9f988ef70	199.8142609	146.168147
0xa0bfd27c8d729078e9e2c26932f01c5a29604194	199.8	73.92011454
0x7ef9fd47efbe4d8c670c64aa960ad88dc96e0f28	199.4519169	0
0x4ff09c97f27b611df3ac0b4dfb8bea22a812b885	199	145.5724987
0x5df9ef1b598cafd29765aebd2b7e4e71e13786a2	199	0
0xb973d4f7c697950bad43cb51f9341a83c65c347d	199	145.5724987
0x6ea8f7dbf7057a312aa45a5c96d4d7290fff3066	199	145.5724987
0x0c2693b2522bf4494a8f56c32374ab28080a94c3	199	145.5724987
0x6189e76763801b9c8ef767fa785c31f7f364aecf	198.9342971	145.5244357
0x9415d5374191b416bc51914768f03ab0c6c0684b	198.9	25.32950373
0x0089f0673fdfc0a0642b1e55ab07b5a326d5a09d	198.7	145.3530427
0xb5325ed562f1076f1aae44c69f2aef99a270ff56	198.5	145.2067387
0x09cd10d006357671e9d8e122f66c4d4248a5d159	198	144.8409787
0x9974d6e60a8a650cdff391b76be24b4aaf2e1536	197.8844273	0
0xfe68fd6590db3ec99bac22e0ed64d50b7ad9c202	197.2885182	144.3205154
0xbd5a8c94bd8be6470644f70c8f8a33a8a55c6341	197	144.1094586
0x9d88213711f4d630db6be0ee4ccc9bab390efc32	196.8187219	143.97685
0xb9885b7e5972f1c0bf3cba024492688016126d9f	196.3782668	143.6546482
0x544cdcc91d7f8743a52c486813c31ecfc85aa31e	196.3456152	143.630763
0xe677c31fd9cb720075dca49f1abccd59ec33f734	196.2962963	0
0x60bd2b1f2d5b384d425a929ee45c3047474ea4f0	196.05	143.4145145
0xdc50f2f3fa4a27a7f7ec14f888c9776a6d07756c	196	143.3779385
0xc41e66aae07316211752bcc5e78b1584dfcfc1c4	196	143.3779385
0x2787ab7fe907a7fa3ccab902d162e3d5f41f8707	195.9	143.3047865
0xceec5b1799eeb570f6320744b9570343a32eb204	195.668858	143.1357015
0x0aa5fbeff9af1dbf721dc253f733b44e6b083719	195	142.6464184
0x4a955e01d3dd0a85849b18512eba3dbcf6e264d5	194.9986498	142.6454307
0x28d9f87bf1382af83ed4082c389243e311406c6f	194.788	142.4913361
0x8f5876140d4ec58cd1f8cd3e0b0e6e348bbe9be0	194.7017357	0
0xede4a7e5d11e5b6522242824ef1babf1ba93e075	194.017636	71.7808102
0x16bf8405e7ee848c7b05770c74eec14e0be1bc61	194	141.9148983
0x68ef7b3433d18b2c099f7a9408a1bb486ad95354	194	141.9148983
0x519850a61e23650828b46194d2fab1c9b4a655a1	193.9999	24.70548613
0x08ec8188c63cbe02fce111a0054b015c0adfd82d	193.8359108	141.7948637
0xaf45fcb115a46396c8e1b992bc161319c34c7bb3	193.4885182	141.540739
0x9e06986a2b0991dd451d78b7c30939ccc8e8190f	193.3259259	141.4217995
0x032901f0a5b3091bbdf9f078120ba53b6de29240	193	141.1833782
0xddae8cb536d282b024584d03d31a9a4faebf84df	192.92	0
0xc0033a29a0016966acd8f576e5941bfcc144b76c	192.7619048	141.0092067
0x5793abe6f1533311fd51536891783b3f9625ef1c	192.6338169	0
0x95608ab700d055894e3631c618a64c3866ca2a37	192.2	0
0x183a2560760dd877bb7b37dfdc49d2b4c6f3257f	192	140.4518581
0xabb487bff8b3ce5c8476e2e8025c5306187f713f	191.9268	140.3983108
0x211a0e58739754b4b917cb645184b1df0f5c2fb6	191.4214286	140.0286215
0xc44285c0c36c51e41cb9f966debabe2a8e7e7b99	191.3030678	0
0xb3caa51fe9fb01178c06915c077f76be26164bdc	191.058626	139.7632241
0x43cc701f762a35f8732bbb0147b87e107445d4e3	190.9	139.647186
0x36381178ef1e48eef37229c71ffde5b6ee32b183	190.86851	70.61580905
0x8e0c11c50d02e630a6f96766c1e3a476721209ec	190.6666667	0
0x9b06ff452d7607e807351744fa6ba59a8594a96a	190.5821249	0
0x59b35979170d7f4372f360c175287e40faf71f32	190.4761905	0
0xd74584b63472f9fff5967bb4b858bd0953251b14	190.4698865	139.3325493
0x41ec1e96db9926538a5949aa5868bac4a9130851	190.38	139.2667955
0xd2cd30afa5c78ac037fd79354a83eca07b811fb9	190.38	139.2667955
0x8dd6a5c2ceb0a99f22db7cadc043d9ff79a45a50	190.38	139.2667955
0xc71a1ea0a664735262060a5f4638deade46b15b5	190.0098	138.9959868
0x86eed778a93443b540215d328623f5a361ff19f1	190	138.9888179
0x34ebf16e1eebe168c6dbbcf1ae95c7a75253e680	190	138.9888179
0x694d753a1fcea47510ab2ea2708b530f7cd45f5d	190	138.9888179
0x66064663a0757d58e360b7a9db4eac59e3ad368c	189.9921626	138.9830847
0xddaba83fc8402a057a34c5f980284bf36f5490be	189.985	138.9778451
0xb9810c3e832b5b6a15cf32ca83002c1efa05f271	189.843289	138.8741807
0xc3b30fa92b99b613f75f722a1a3832c9eff5a36f	189.0916198	138.3243195
0xc7d3036d51283f5b078f33520ef5a45c01ef32ac	189	0
0x249db29dbc19d1235da7298a04081c315742e9ac	189	138.2572978
0x342b4978302574e93cb7bfa70b11f5020fe2b14b	188.9926622	138.25193
0x04756702b8369970a0960baa581898fc453f6dfb	188.727276	24.03402836
0x5477ef5b1dbe04bda534a229e1a5c964952c5c37	188.34	137.7744945
0xe2728a3e8c2aaac983d05dc6877374a8f446eee9	188.1890743	0
0xf0d00c9f69fd438f5c9362980bfc70c9294ccc19	188.0621409	137.571235
0xde4675bdf0e714823f74a9a5f6a590e124925517	188	137.5257777
0xd75ce9b53f10d2bff42164820c09d568be4b1d61	188	137.5257777
0x6c5422fb4b14e6d98b6091fdec71f1f08640419d	187.2727273	136.9937631
0xbbeaf212c81be0cf941c017d57d7ba97d423b100	187.065	136.8418064
0x26eab902725342208bc79c5bfa2c5fe795f7aed6	187	0
0x06b6999f2c90b8f6722b9c0e8555e1f7bc2f96a5	187	136.7942576
0x86114ef1b7c8f8c112635ac83a2e9406fdd5a4ab	186.9885182	136.7858584
0xb9a973240dfa5d4225ec6504aae98db3a05c2911	186.6666667	0
0x4dd0f12cb9d220da402486f9615bff1aef5e2b9d	186.557082	0
0xc41fbaa79e3401da10822269b7cc89c55fbf49a3	186.5	60.92728422
0x494027a93735974ca657f6589a0521697db98c40	186.0985182	136.1348056
0xedec1441be3a0a52013e91b3b68fe40abe01be5e	185.974068	136.0437677
0xff43ac5e2c1790ffaff264db0f18e0201cfa69ea	185.2947159	0
0x89e74582f6428ca575c30522eeeabd0b261f77be	185.2	135.4775214
0xb5faa05a27237a60edea45c39a9e83e466ae3abe	185	0
0x9d38c4652a67aca3c792e21ae39d1bfe30163840	185	135.3312174
0x99664bf7616259faad29ef70dfe04bf880421a19	184.6549	135.0787698
0xa675e23a08fe4ca341967a61572d50dc2e147af6	184.2857143	134.8087031
0x0becba8ed6a7c4a9d0342d59272accb6a350cf53	184	134.5996973
0x381bda0bead1c53966e4e63126d29251ced10c34	183.93	134.5484909
0xe1f380f09b737fb13cfc11584b645b8e438e1742	183.8	134.4533933
0xa04b59bd197cabeb1f1a06185d7e89ac614a9199	183.6363636	134.33369
0xa42243c5543b578779c000f5156efe09f927d203	182.99	133.860862
0x03337091633e8285436b49140e5775e49bcc4abf	182.9279126	133.8154439
0xce66fbb65bf170d63785236a496e25719f211482	182.7465638	0
0xb0d8d159065ab781afa8d00b988362467eff5772	182.5181818	133.5157176
0x8d08aa327c884af528deac25dd5df7ba74bf7f69	182.01831	133.1500513
0x704df22f2b7ffb00789ca10be647f9f0421990b5	182	0
0x49531b6c81f381f3922c6578bbb342ef613b9699	181.8181818	0
0xc9cbb4db18605df3f84dfb719a58c9c1252ce641	181.8181818	133.0036535
0x8986b6625a569bfa75b1c7acd9fc388ec303a4e2	181.7788987	132.9749171
0x99ab8e85bd9d8c9255f8861208877787b11c9fa2	181.6666667	0
0xf6d0c7cdf16e7c5db56101eb688a8df5e9e53a08	181.4317596	0
0x1fc000454b2169c9effb548829dbf7154ddb6878	180.952381	23.04391155
0x3ebdf2d41a4e9dc26df055763fdd7e9141299121	180.8090909	132.2654832
0xcb0f0cc454211722a8cfc14e0c5e8b45660f482d	180.6741934	0
0xe469c93a65ebdae22861724f2e25b3c318ebaf7b	180.5	132.039377
0x8dd3a2898d6ca52f5ce655c90c0a6be560705067	180.396095	66.74124125
0x0219b96e6fe1fc202b7a94bedf9f58047d803713	180.0983372	131.7455526
0x772765e1b130fa16bfe09b3d0950dcdba1a747da	180.0689655	0
0x030e96252ded45b6cd122d895abde6ada95e2e81	180	0
0x8b82f6587dbbf36dfada54fdd85630dd871ad935	180	131.673617
0x81187d074aa8a5f7624b70212eac4306c2c66d0a	180	66.59469779
0x258cc20a5473461c77b87bffbd8bdfb50ecaea74	180	0
0xc6e688d6c098c94a06639f26d50e415c41087657	180	131.673617
0x40f1a31f913c876677ae40809b38ef4c2bb95ed7	180	131.673617
0x5f0f030796bf0638942490f8e9a3564b6a9dae9a	180	22.92262781
0xb5970002e363ad070a88630faeabdca4b963f905	180	131.673617
0x7342ce50eaf8232f2aa6c72fe348fce383f3503f	179.9999	131.6735438
0x2a8b6aced17ae3a315bc6ccbd0e31f359b43107d	179.9985182	0
0x55498549e22f732e2d817e3c9d6d744541cb5976	179.8515123	131.5649952
0x0a4492d6821ec5d8d6eac0cf14fa7a4527865f9f	179.5917346	131.3749626
0x1b5403a5391d1678de086df4e9203018c5763f36	179.5700298	131.3590851
0xc5fa1c3e3ecc169325b129b70e69e1b6b9a85d29	179.3101862	131.1690043
0x4a5c371d32fa6b6835bb59e5550bfdb2e720551b	179.1907046	131.0816011
0xc2d511c33202d44e030c6168ece0fd8daf1a892d	179.1517241	131.0530861
0xa72ed8f671993a1c22d83d19a26b57606c094811	179.1517241	131.0530861
0x0085992b292c4a255267eb42d24a7f39771ea69e	179	0
0xfef3b3dead1a6926d49aa32b12c22af54d9ff985	178.7347276	0
0xb86f553c778169a5f11655cabec82227e1e55667	178.7143678	130.7331512
0xed35c7259a4a4287ecf022ee94a499631d81f9e0	178.5133571	130.5861078
0x4445a4328bff2d5d37bc2069dd8f4e33089fc4f1	178.4564468	0
0x8b3e6be29514312c8ff84291568cde3b58da14d8	178.4	130.5031848
0x71ff52ee08d9770debfa1d0fe5fef5a829a61528	177.8484549	0
0x90c211fb3a098c1265dfd68e17b46e052eb3041d	177.081341	0
0xc141ba173487042c4bbf3bbe608f5860450eb719	177.0482976	129.5143874
0xd18c842105b36a09712ce3be145127fe4999bd23	177.036485	129.5057462
0xd0b4149acc8eb76f60d74f3775b59ad38f14c6b0	177	129.4790567
0x775879658c1b675f056a7ef44cc9703d19e74f14	177	0
0xa8c86c11db03c080819314e8a2388f352e8b843c	176.9	129.4059047
0xe25ad881024533c7a7b5fa2b47fbc9465458511e	176.7929366	0
0x2e387151e78320e24291eb98e3c06329bc5061b9	176.6666667	0
0xbe3c4d73f68fb6912055c26518a56a4d0debf135	176.6666667	129.2352166
0x682abb97c985bd94d059d75fdf4d7629f689cf5e	176.5235427	129.1305186
0xecf6179eec7ab152574370fb1bfd070fd84b39ba	176.25	128.9304166
0xadd894ece4ad6c79a043704fcb4dec9960dab614	176	128.7475366
0xcce743bce771bb6bc9b9e597e9fa39c3d75451b4	175.9894672	0
0xd4638a9b6991fc2bee14f56646338866b428e7b2	175.82	128.615863
0x9234d9aa1438bf3fa56ae8f0eec1ab6dad0f298e	175.6576615	128.4971091
0x79da6f598422ffbc0702afc5f07f19c66972da9a	175.33	128.2574181
0x0b238dfe917829393f7ab9099f3b2c08fc1135de	175.2965199	128.2329268
0xc88a51397f405e714ce41e8e4fa0d600abf87a56	175	0
0xb34a81f41d2ea21de397ff1e441ed576e9ea7112	175	128.0160165
0x271e8fc01e1c9e1621fd3d108e348450b2498541	175	0
0xd2754d4c40ad031177d2c98ab043db2e90c3b41f	174.8689527	127.9201527
0x7ee469f7780b83e70407da9adaac583c265e4c9b	174.7825201	127.8569255
0x6a85fa3695c4d88fbf089520ebcfcc27c692ff34	174.75	127.8331365
0xd8cb3091ba951714c716417d62115e38f1112166	174.7151462	127.8076402
0x1547b087bf87696f7e9a734c16bb144c6a230a96	174.5116971	22.22370378
0x8a29e7d9f9b2ebbfe5d75da8cd044c73685cbc96	173.9130435	22.14746648
0x0a2b6b234fb42556ebf966638412cb1dbf631122	173.88	64.33047806
0xd94bbc19f2779b65df8b94723f9ca9b93a63aafa	173.6829492	22.11816446
0x8c02c399a5c38f531c77cb3c879f9c133b5795c0	173.3571429	126.8142335
0x6a07e74b1d2c8b76c3c34daed2d71b46985527ec	173.3333333	126.7968163
0x786bd455ff1d2558354555de4cf36bb662431e0b	173.18	126.6846499
0x92e4a8627455c4069d6a963b793ce64013772fb6	173	126.5529763
0xc227eaff6d5c9dbfdb3cf6298929dcd4e2af5620	172.8181818	22.00803811
0x3901ac6d98f9310a00545ca984244bb80ab99f6e	172.742318	126.3644767
0x0f81ab9e54d4d26d503bbbae089c9914ba15c0c5	172.4763754	126.1699344
0x46396a755ca2152578816630072d24da715cafcd	172.3788616	126.0986011
0x40006ce2e21078d511af0e5e0e09999a5dabfd2a	172.1	125.8946082
0x5e5695a451ac69bd92cd779aeaa76037a7bb9a3c	171.9054791	0
0xb0133af7bf1aef34440f520b3e5bfc897130b430	171.87	125.7263586
0xc88d78215ce019a99a196803a23de835ea52f397	171.8366	125.7019258
0x9f80564ca86e5cc11385ef17346e952b1ee9ca92	171.697619	0
0x5d8355099483bdcd7a21dbbeec81e7ceb67ae69a	171.6789247	0
0x4a23ddd97d7224aad08510fb423ee97664278b8d	171.4875562	125.4465933
0x05034d604dcdf4675d54635c122487927feace1a	171.165	125.2106369
0xf501f759c5ed418f908608c0cd2ba7678b26a821	171	125.0899361
0x69de82f38ce1822a6ee44545fc6a35fe6d1552eb	170.9323913	125.040479
0x8c3574885545467f9009eb12ffb55598a9afbcd5	170.9	125.0167841
0x7d17cb1b29aa1ee33ec231c07449682746bd8ae9	170.8636364	55.81907418
0x0f00735eb9d7c73ab2f2497b67995e33c2dcd894	170.6090909	124.8039783
0x6067b0d8b2de3032a18f342743257f1ea5d382dd	170.5238095	124.7415932
0xd105038142ce7feb9597fe78c9473cc62d6d2f6c	170.4363474	124.6776129
0xb60fb87ce46b9910b1498467766349fb6800c9c9	170.1819048	0
0x20f17b846ad8bdc15825ee894a2ba73396150d25	170.0001	124.3584892
0xe76a3dc31a68fc967a7d143d9c21a6e142dc78d2	170	0
0xe2376e68d8260ac85ea789ca4facce34a816ddec	170	0
0x72cd5db1eb31e2e43c3ae97964f8ae77c1325183	170	124.358416
0xbf2c35487e40da1f3e21a6c630230a9237201dd6	170	21.64914849
0x606fa99195b65033d605628ff74a6b583ec15ca4	170	124.358416
0x553af98b8486f162d35fd812d60b44faefe99ca6	170	124.358416
0xcd0460cb1bcaf8c86f1603bea99be946cf60bba4	170	124.358416
